Features,Labels
"[168.00297616411441, 142.00352108310554, 228.0, 110.43550153822818, 152.21038072352357, 79.51100552753688, 41.19465984809196, 76.26373169437744, 54.58294472353257, 282.2684164120704]",oval
"[177.02542190318317, 145.03103116229988, 230.0, 116.51609330903607, 162.15116404145854, 79.40403012442127, 42.1070065428546, 69.59011716619602, 50.572197803963796, 280.64373250383704]",oval
"[167.01197561851666, 149.00335566691106, 217.0, 101.11874208078342, 146.00342461736986, 78.00640999302557, 42.01190307520001, 65.89776549883887, 44.59933674420785, 285.58045956519226]",oval
"[169.00295855398508, 141.05672617780408, 223.0, 101.17806086301516, 148.03040228277433, 80.02499609497022, 42.0, 64.6538240580533, 42.99746686817311, 286.6992442339936]",oval
"[165.0, 148.00337833982033, 220.0, 103.24727599312246, 147.00340132119393, 82.00609733428362, 43.0, 68.68208772453845, 45.78482460299188, 279.93757086142796]",oval
"[163.02760502442524, 145.0, 221.0, 99.03534722511958, 147.0136048126159, 80.00624975587844, 41.012193308819754, 69.44395478041653, 46.63657704161671, 278.88846873250077]",oval
"[171.04677722775136, 148.0, 224.0, 98.35141076771599, 151.0, 76.05918747922567, 39.05124837953327, 62.78388844269252, 42.939888976276876, 280.06813792209226]",oval
"[170.02646852769718, 147.05441169852742, 226.0, 111.5212984142491, 153.0294089382822, 79.22752047110903, 41.10960958218893, 72.34987578006988, 50.45755348510459, 279.4623222080256]",oval
"[166.0, 151.0, 221.0, 106.07544484940895, 147.0, 81.0, 43.0, 66.80140948635182, 45.763898460929994, 280.304846468766]",oval
"[173.0028901492689, 143.0, 228.0, 103.23274674249446, 158.02847844613325, 85.00588214941364, 44.01136216933077, 71.96571443287014, 51.68690932618236, 278.83045375653944]",oval
"[177.01129907438113, 150.05332385522155, 229.0, 116.21101496846157, 162.077142126828, 78.31347265956222, 40.11234224026316, 70.76932762433871, 52.34122581136416, 280.6398369517957]",oval
"[169.01183390520322, 152.0131573252789, 218.0, 96.67471230885562, 156.01281998605114, 85.00588214941364, 43.01162633521314, 72.40757543781841, 50.877392606643134, 275.9061411137705]",oval
"[168.0, 146.0, 222.0, 97.67292357659824, 150.00333329629711, 80.00624975587844, 41.012193308819754, 68.96248897457819, 47.489552921999156, 278.13010235415595]",oval
"[163.00306745579974, 140.05713120009278, 228.0, 99.90495483208028, 141.35416513141735, 75.53806987208503, 42.2965719651132, 75.6186054089094, 48.65222278030633, 279.5077870208794]",oval
"[160.0124995117569, 142.0, 226.0, 104.23531071570709, 147.0136048126159, 72.02777242147643, 38.01315561749642, 65.89776549883887, 49.27946353024522, 279.8658069430844]",oval
"[164.01219466856725, 139.00359707575916, 225.0, 104.9952379872535, 147.05441169852742, 73.00684899377592, 38.0, 68.45902408146156, 49.63546342690264, 281.5349306638683]",oval
"[166.19265928433782, 141.12760183606892, 230.0, 116.66190466471906, 153.05227865013967, 72.56031973468694, 37.12142238654117, 71.56505117707799, 51.263490614334536, 276.9378144857999]",oval
"[168.01190434013895, 147.00340132119393, 227.0, 106.96261028976434, 149.08386901338454, 78.05767098754612, 40.01249804748511, 68.19859051364818, 48.41094495535572, 278.42470765096226]",oval
"[179.00279327429502, 146.03081866510234, 230.0, 109.62207806824317, 163.0, 89.00561780022652, 49.0, 66.644435140714, 46.108812127759926, 280.304846468766]",oval
"[168.01190434013895, 139.01438774457844, 230.0, 108.23123393919151, 151.02979838429235, 79.1012010022604, 41.048751503547585, 73.17859010995916, 51.75357403553099, 279.8658069430844]",oval
"[173.02600960549256, 145.1240848377691, 232.0, 114.97825881443848, 158.01265772082945, 81.2219182240853, 43.04648650006177, 70.01689347810002, 49.9392155421262, 282.1113733315442]",oval
"[166.00301202086666, 140.0142849854971, 220.0, 106.07544484940895, 156.05127362504928, 79.02531240052139, 42.04759208325728, 61.07357416474639, 44.236101539070006, 279.1910140444202]",oval
"[181.00276240985937, 153.0, 239.0, 119.09659944767525, 168.07438829280326, 88.09086218218096, 46.09772228646444, 69.71744091108339, 49.08561677997487, 275.5941842555382]",oval
"[173.07223925286226, 144.08677940741129, 232.0, 104.23531071570709, 160.0781059358212, 83.38465086573187, 43.04648650006177, 59.2645122980799, 40.72053646975477, 281.30993247402023]",oval
"[176.0454486773231, 143.0034964607509, 232.0, 109.04127658827184, 163.11039206623224, 84.0535543567314, 42.0, 73.88658176691071, 54.70665240933971, 275.78500856800207]",oval
"[179.00279327429502, 149.0, 234.0, 101.41498903022176, 162.11107303327555, 80.15609770940699, 40.049968789001575, 60.25511870305777, 40.601294645004465, 281.45049783774573]",oval
"[170.01176429882727, 141.0319112825179, 228.0, 107.16809226630845, 158.0, 83.00602387778854, 42.0, 70.76932762433871, 49.920616036363995, 275.5437890872376]",oval
"[170.02646852769718, 141.0, 231.0, 107.5174404457249, 153.08167754502824, 77.10382610480494, 39.05124837953327, 60.42216131873867, 43.49256424122503, 285.09064797144833]",oval
"[173.02600960549256, 141.00354605470034, 233.0, 114.20157617125956, 164.14932226482082, 82.21921916437786, 42.01190307520001, 71.17528998175993, 52.82907651005961, 273.068994622189]",oval
"[177.02542190318317, 149.00335566691106, 230.0, 107.29864864013899, 160.0, 84.0535543567314, 43.04648650006177, 73.17859010995916, 50.673022139925315, 280.20483126753584]",oval
"[160.0281225285106, 140.0, 227.0, 108.2450922675019, 147.08500943332058, 77.05841939723393, 40.049968789001575, 62.850318302216834, 43.128255034711245, 279.61277628441997]",oval
"[171.0263137648707, 140.00357138301865, 230.0, 101.82337649086284, 159.07859692617356, 84.1486779456457, 43.104524124504614, 64.59228189105153, 45.0, 279.51045642760045]",oval
"[182.00274723201295, 154.0519392932137, 230.0, 103.27632836231156, 165.0272704737008, 87.09190547921202, 46.0, 64.02560603756868, 43.43064519525102, 280.52058734535206]",oval
"[168.00297616411441, 145.03103116229988, 222.0, 102.17631819555841, 151.0132444522665, 80.00624975587844, 42.01190307520001, 70.70995378081126, 49.76364169072618, 283.32008352245606]",oval
"[173.07223925286226, 134.18271125595876, 227.0, 99.15644204992432, 163.51758315239374, 83.48652585896721, 43.104524124504614, 61.606980578617005, 41.72951207681643, 287.0490309721098]",oval
"[167.14664220378464, 141.05672617780408, 226.0, 112.43220179290273, 158.11388300841898, 79.05694150420949, 41.048751503547585, 62.300527191945, 45.36034606338723, 277.2077097483616]",oval
"[168.02678357928536, 138.00362314084367, 228.0, 106.7941945987702, 154.0519392932137, 80.02499609497022, 40.01249804748511, 65.22485943116808, 46.13817700748818, 278.3948225242854]",oval
"[167.0478973228936, 139.0, 219.0, 96.89685237405806, 152.11837495845134, 78.05767098754612, 39.01281840626232, 64.72227776444704, 43.745548377318464, 279.9312628698783]",oval
"[177.02542190318317, 152.08221460775746, 235.0, 116.01724009818541, 161.31026005806325, 84.48076704197234, 43.104524124504614, 74.21924669048461, 54.117862753795784, 277.056961251408]",oval
"[167.0029939851379, 142.03168660548954, 229.0, 114.47707194019246, 154.20765220960988, 77.52418977325722, 40.11234224026316, 69.59011716619602, 51.02753029552126, 280.3625396709743]",oval
"[167.0029939851379, 147.0, 228.0, 112.60994627474076, 156.01281998605114, 79.05694150420949, 41.048751503547585, 65.65891006330749, 48.23970029610213, 274.76364169072616]",oval
"[164.04877323527901, 149.0, 228.0, 105.75916035975324, 149.12075643584967, 80.09993757800315, 41.048751503547585, 70.3461759419467, 49.98633377123549, 278.4807566363899]",oval
"[165.07574019219177, 147.00340132119393, 222.0, 101.21264743103995, 148.08443537387717, 78.05767098754612, 40.01249804748511, 73.30075576600638, 52.22431569404534, 278.46907172822034]",oval
"[168.01190434013895, 146.01369798755184, 218.0, 104.35037134576953, 150.05332385522155, 78.10249675906654, 40.01249804748511, 70.70995378081126, 50.053826050064366, 278.7780431027003]",oval
"[165.00303027520434, 146.00342461736986, 228.0, 97.62171889492625, 146.00342461736986, 81.02468759581859, 43.04648650006177, 70.70995378081126, 46.660282368982806, 280.0402386646739]",oval
"[171.00292395160966, 142.01408380861386, 230.0, 107.62899237658968, 156.08010763707205, 80.09993757800315, 42.01190307520001, 66.97450799147197, 48.01278750418334, 276.38343132516604]",oval
"[162.02777539668932, 141.00354605470034, 221.0, 95.4829827770373, 151.08275877809487, 80.02499609497022, 43.01162633521314, 69.77514056883192, 46.27303002005671, 279.5895517091483]",oval
"[178.0, 152.0, 228.0, 114.6298390472568, 160.00312496948303, 85.05292469985967, 44.01136216933077, 68.8752808539275, 47.12109639666145, 281.9277436180346]",oval
"[164.00304875214974, 137.0, 227.0, 92.63368717696602, 146.12323566086263, 72.06247289678588, 37.013511046643494, 65.55604521958347, 44.56263613247927, 285.4780838707255]",oval
"[165.01212076693034, 145.01379244747721, 230.0, 109.78615577567146, 153.0294089382822, 77.10382610480494, 40.01249804748511, 65.77225468204583, 48.32312044513544, 276.7669223895782]",oval
"[159.00314462299164, 137.01459776242822, 223.0, 96.42613753542138, 144.0, 74.00675644831355, 38.01315561749642, 67.93210043758978, 49.205357001708585, 284.3690859497479]",oval
"[173.1415605797753, 146.0, 234.0, 109.98636279102969, 159.31415505221122, 83.21658488546619, 44.10215414239989, 71.96571443287014, 49.7942320666306, 276.35896288628226]",oval
"[159.07859692617356, 136.0, 227.0, 98.71676655968832, 145.08618128546908, 77.02596964660685, 38.01315561749642, 71.56505117707799, 50.34305575857516, 281.53289841500555]",oval
"[172.07265907168403, 153.0130713370593, 220.0, 106.10372283760829, 155.05160431288675, 81.00617260431454, 42.0, 65.22485943116808, 43.47247455778707, 281.2715562041307]",oval
"[176.0113632695344, 147.03060905811415, 232.0, 122.88612614937456, 159.20113064925135, 80.50465825031493, 43.18564576337837, 73.73979529168804, 55.27535816487813, 284.63124940487836]",oval
"[172.02616080119907, 142.00352108310554, 224.0, 102.80077820717118, 155.0290295396317, 80.0, 41.012193308819754, 72.40757543781841, 52.90716270295846, 281.7626393892768]",oval
"[162.15116404145854, 141.0319112825179, 233.0, 109.01834707974616, 151.47607071745688, 77.52418977325722, 41.19465984809196, 73.17859010995916, 52.07892160461223, 279.00461309001753]",oval
"[168.04761230080004, 149.00335566691106, 230.0, 99.24716620639605, 149.21461054467824, 82.15229759416349, 43.04648650006177, 64.6538240580533, 40.91438322002512, 283.4710119622466]",oval
"[172.07265907168403, 151.00331122197287, 231.0, 111.60645142642964, 153.32644912082193, 82.15229759416349, 43.04648650006177, 72.71850162818336, 53.74616226255521, 279.2940844638502]",oval
"[169.00295855398508, 134.03357788255897, 228.0, 111.8257573191436, 160.15305179733542, 78.10249675906654, 40.01249804748511, 68.68208772453845, 51.900328169277294, 278.0983946764227]",oval
"[164.0, 147.00340132119393, 232.0, 100.40916292848975, 145.00344823486094, 80.02499609497022, 42.01190307520001, 65.22485943116808, 45.0, 280.304846468766]",oval
"[167.0269439342048, 147.0, 228.0, 105.75916035975324, 150.11995203836165, 80.09993757800315, 42.0, 71.56505117707799, 49.98633377123549, 278.41559065215097]",oval
"[165.0, 145.00344823486094, 232.0, 102.53292154230269, 151.02979838429235, 81.02468759581859, 41.048751503547585, 66.44773632710535, 44.60486295749251, 278.4903903174846]",oval
"[165.01212076693034, 144.0, 235.0, 106.30145812734649, 151.0132444522665, 78.02563681252464, 39.01281840626232, 69.90476880809518, 48.81407483429035, 282.1286349954079]",oval
"[156.02884348735012, 140.0, 223.0, 92.65527507918802, 144.05554484295286, 79.1012010022604, 42.04759208325728, 67.16634582208245, 46.31188778250411, 277.22800726251177]",oval
"[161.01242188104618, 142.0, 225.0, 101.53324578678651, 147.0136048126159, 77.02596964660685, 39.01281840626232, 70.70995378081126, 50.19442890773481, 280.2378522302877]",oval
"[163.01226947687098, 141.0319112825179, 230.0, 96.33275663033837, 148.12157169028418, 78.10249675906654, 40.049968789001575, 64.72227776444704, 41.633539336570195, 279.224792946009]",oval
"[167.0269439342048, 143.0034964607509, 230.0, 98.71676655968832, 154.39235732380018, 79.63039620647382, 42.190046219457976, 58.29857033049428, 39.65694424142484, 284.0097544362894]",oval
"[167.0, 149.00335566691106, 230.0, 110.3177229641729, 150.0133327407934, 81.02468759581859, 43.01162633521314, 66.80140948635182, 45.73452103425482, 281.9044276645052]",oval
"[161.0496817755316, 133.0338302838793, 218.0, 93.00537618869137, 144.05554484295286, 71.06335201775947, 36.013886210738214, 73.00917670801384, 53.74616226255521, 287.80217869036096]",oval
"[173.18487231857176, 148.00337833982033, 237.0, 111.04053313993049, 157.45793088949188, 86.28441342444185, 46.17358552246078, 74.21924669048461, 51.58194465517801, 278.30005967310353]",oval
"[169.0, 146.0, 225.0, 102.30347012687302, 150.0, 80.0, 42.0, 72.40757543781841, 50.5529710330368, 280.4216711936001]",oval
"[159.0125781188394, 135.00370365289984, 224.0, 97.18538984847466, 144.00347218036097, 75.02666192761077, 39.01281840626232, 72.47443162627712, 49.59054318560602, 281.1612383471597]",oval
"[169.00295855398508, 147.0, 222.0, 107.05606008068857, 149.00335566691106, 78.00640999302557, 38.01315561749642, 70.3461759419467, 49.16650488554868, 284.6208739886317]",oval
"[173.0115603073968, 147.0136048126159, 223.0, 108.07404868885037, 154.0811474515945, 77.10382610480494, 40.049968789001575, 71.1468412355809, 51.00900595749452, 283.86640211350647]",oval
"[163.04907236779974, 144.01388821915754, 216.0, 101.41498903022176, 146.0, 75.1065909225016, 39.01281840626232, 71.56505117707799, 49.39870535499553, 283.9059721804931]",oval
"[169.01183390520322, 147.00340132119393, 230.0, 106.4048871058092, 151.0132444522665, 81.0, 41.0, 69.14554196042165, 49.573921259900864, 282.08810611981636]",oval
"[179.13681921927719, 148.0135128966271, 234.0, 99.82484660644363, 162.30834852218786, 82.29823813423954, 41.10960958218893, 64.05770451012833, 42.15786211634433, 283.31763397294935]",oval
"[175.0114281982751, 151.02979838429235, 224.0, 101.86265262597475, 153.0, 80.0, 41.012193308819754, 68.19859051364818, 46.59114027119459, 282.2647737278924]",oval
"[168.00297616411441, 146.01369798755184, 217.0, 103.24727599312246, 149.01342221424215, 78.0, 40.01249804748511, 65.89776549883887, 44.21517539700811, 283.529490364346]",oval
"[170.00294115102832, 147.00340132119393, 222.0, 100.89598604503551, 152.0131573252789, 77.00649323271382, 39.01281840626232, 71.56505117707799, 50.63068275763526, 281.90667976856884]",oval
"[159.00314462299164, 135.00370365289984, 222.0, 97.59098319004681, 143.01398533010678, 75.02666192761077, 40.049968789001575, 65.32313682966294, 45.83031548625801, 281.6893691754392]",oval
"[165.0272704737008, 143.0314650697531, 221.0, 100.65783625729296, 147.2175261305528, 72.17340230306452, 36.05551275463989, 58.78159723565362, 40.971736333514855, 288.1201400155329]",oval
"[168.04761230080004, 145.01379244747721, 220.0, 100.44899203078147, 149.05368160498418, 79.00632886041473, 41.0, 69.44395478041653, 46.613538932881184, 282.11739915428166]",oval
"[164.01219466856725, 139.00359707575916, 228.0, 100.65783625729296, 146.05478424207814, 79.05694150420949, 41.048751503547585, 71.1468412355809, 49.02826366648514, 279.2964303387348]",oval
"[165.01212076693034, 141.00354605470034, 222.0, 96.82974749528164, 150.05332385522155, 83.15046602394962, 44.10215414239989, 77.9052429229879, 51.70983680775693, 281.7165022249027]",oval
"[173.02600960549256, 145.01379244747721, 223.0, 100.41912168506553, 154.11683879446787, 79.1012010022604, 41.10960958218893, 65.89776549883887, 45.80692945510237, 284.7896787810475]",oval
"[169.10647533432893, 146.0, 225.0, 95.77577981932593, 148.33745312630927, 75.32595834106593, 39.11521443121589, 62.10272896905237, 40.34174589032438, 285.9133256614613]",oval
"[163.02760502442524, 141.00354605470034, 223.0, 96.93812459502195, 144.01388821915754, 77.0, 39.0, 66.61477894278624, 42.90984084628931, 279.5607872658773]",oval
"[168.01190434013895, 143.01398533010678, 226.0, 108.90362712049586, 154.01298646542764, 78.0, 42.0, 64.02560603756868, 44.255940797111286, 278.75934178529]",oval
"[174.0258601472781, 140.00357138301865, 232.0, 102.06860437960343, 164.30459518832697, 81.74350127074322, 43.289721643826724, 55.56101069119639, 41.02750405924934, 275.07044346797613]",oval
"[169.0266251216062, 145.0, 222.0, 109.34349546269316, 154.00324671902212, 78.10249675906654, 41.048751503547585, 69.90476880809518, 50.19442890773481, 280.57312631162864]",oval
"[163.11039206623224, 143.05593311708537, 212.0, 99.82484660644363, 144.01388821915754, 70.02856560004639, 37.013511046643494, 68.74949449286676, 47.84213788365566, 282.1644458075116]",oval
"[176.0113632695344, 149.01342221424215, 229.0, 117.2006825918689, 163.11039206623224, 83.21658488546619, 45.044422518220834, 71.93952806380082, 53.32565033042684, 280.4282811511209]",oval
"[168.00297616411441, 147.0136048126159, 222.0, 103.9471019317037, 151.00331122197287, 81.0, 42.01190307520001, 66.97450799147197, 45.38976119531806, 280.2261530064716]",oval
"[178.04493814764857, 144.1700384962146, 236.0, 119.54078801814885, 167.4305826305338, 87.36704184073076, 44.04543109109048, 75.14138555207533, 55.91112838428338, 276.8298873390391]",oval
"[172.18594600024707, 152.08221460775746, 223.0, 115.43396380615195, 154.01298646542764, 80.22468448052632, 42.04759208325728, 71.17528998175993, 48.16036162604567, 280.8472652307305]",oval
"[168.04761230080004, 144.00347218036097, 217.0, 104.65180361560904, 156.11534197509224, 76.02631123499285, 39.01281840626232, 62.81888891452278, 45.0, 277.1039994906126]",oval
"[171.0263137648707, 143.1258187749506, 232.0, 102.30347012687302, 155.08062419270823, 75.4254598925323, 39.11521443121589, 53.97262661489639, 39.447028966963195, 283.7397406508369]",oval
"[164.02743672934722, 145.01379244747721, 227.0, 101.67103815738285, 148.08443537387717, 78.0, 40.01249804748511, 72.40757543781841, 50.98814837577551, 276.02331023369544]",oval
"[150.0, 137.00364958642524, 211.0, 92.02173656261873, 132.015150645674, 65.06919393998976, 34.058772731852805, 68.4985656759521, 47.642545294064725, 283.62989723461743]",oval
"[168.00297616411441, 142.01408380861386, 219.0, 100.12492197250393, 153.00326793895613, 82.00609733428362, 43.01162633521314, 73.68614757373945, 50.267697128044226, 282.80426606528675]",oval
"[165.01212076693034, 139.01438774457844, 218.0, 104.35037134576953, 150.0133327407934, 72.06247289678588, 38.01315561749642, 66.61477894278624, 50.053826050064366, 280.304846468766]",oval
"[165.01212076693034, 139.01438774457844, 218.0, 104.35037134576953, 150.0133327407934, 72.06247289678588, 38.01315561749642, 66.61477894278624, 50.053826050064366, 280.304846468766]",oval
"[165.01212076693034, 141.05672617780408, 230.0, 105.47511554864494, 149.03019828209315, 75.05997601918082, 40.01249804748511, 66.97450799147197, 47.689770323150476, 279.50087060735376]",oval
"[152.0526224699857, 144.00347218036097, 212.0, 94.92101980067429, 135.05924625881784, 65.00769185258002, 33.015148038438355, 69.07549825507883, 48.416588191771346, 287.5255683737229]",oval
"[163.04907236779974, 138.03260484392808, 219.0, 97.94896630388705, 143.01398533010678, 72.02777242147643, 36.013886210738214, 69.77514056883192, 49.9697407281103, 284.5158004678265]",oval
"[171.0, 152.00328943809077, 221.0, 101.86265262597475, 152.029602380589, 81.02468759581859, 42.01190307520001, 65.89776549883887, 43.40885972880541, 283.3924977537511]",oval
"[172.07265907168403, 151.00331122197287, 219.0, 102.53292154230269, 155.00322577288512, 77.02596964660685, 41.0, 60.94539590092286, 44.60486295749251, 281.7562894192803]",oval
"[166.0, 143.0034964607509, 232.0, 106.5269918846862, 156.00320509528, 80.02499609497022, 41.012193308819754, 68.68208772453845, 50.33215888165955, 275.1944289077348]",oval
"[168.07438829280326, 152.029602380589, 221.0, 106.77546534667971, 152.0526224699857, 80.0, 41.012193308819754, 65.77225468204583, 45.379436701418975, 276.64464519866823]",oval
"[176.00284088616297, 149.0, 227.0, 111.03603018840326, 159.00314462299164, 83.02409288875127, 45.044422518220834, 63.99665415548856, 46.09469059185303, 280.2088913426079]",oval
"[169.0, 144.0, 222.0, 106.83164325236227, 155.00322577288512, 88.0, 46.0, 70.01689347810002, 46.89651830320929, 280.7842978675626]",oval
"[173.07223925286226, 148.05404418657398, 226.0, 103.23759005323593, 157.07959765672945, 80.00624975587844, 40.01249804748511, 65.89776549883887, 45.0, 282.0301013442387]",oval
"[163.07666908543356, 141.01418368376991, 225.0, 100.89598604503551, 151.0529708413575, 83.02409288875127, 44.0, 74.05460409907714, 50.63068275763526, 279.49737978850465]",oval
"[161.00310556011024, 142.0, 232.0, 104.89041900955492, 148.00337833982033, 79.00632886041473, 41.0, 70.3461759419467, 48.86546116985175, 279.8658069430844]",oval
"[168.01190434013895, 152.00328943809077, 225.0, 102.55242561733974, 153.0130713370593, 79.00632886041473, 42.01190307520001, 66.44773632710535, 46.185260818622396, 275.69496502716953]",oval
"[180.00277775634464, 149.01342221424215, 228.0, 107.48953437428223, 165.0272704737008, 82.09750300709517, 43.01162633521314, 61.69924423399362, 45.75384833307077, 280.96338964632963]",oval
"[175.13994404475525, 149.03019828209315, 239.0, 118.46096403457132, 158.61904047118682, 79.51100552753688, 38.2099463490856, 73.88658176691071, 54.96835617047383, 279.92813129079065]",oval
"[168.02678357928536, 146.0, 221.0, 104.63746938836012, 153.05227865013967, 84.1486779456457, 43.104524124504614, 74.74488129694222, 51.59673829789421, 284.1942070127936]",oval
"[158.0, 141.088624630053, 226.0, 104.66135867644753, 145.00344823486094, 77.02596964660685, 40.049968789001575, 66.44773632710535, 44.22577983507194, 282.80426606528675]",oval
"[173.0, 150.00333329629711, 244.0, 113.21660655575224, 156.0, 81.02468759581859, 42.01190307520001, 67.28558764683275, 47.147585428298505, 279.09027692082236]",oval
"[165.00303027520434, 148.0, 233.0, 100.40916292848975, 146.00342461736986, 80.02499609497022, 41.012193308819754, 65.22485943116808, 45.0, 280.304846468766]",oval
"[170.01176429882727, 146.00342461736986, 226.0, 101.82828683622247, 154.00324671902212, 81.02468759581859, 43.01162633521314, 72.80145877993414, 51.77956794514996, 278.48132596389576]",oval
"[175.0114281982751, 145.00344823486094, 244.0, 113.21660655575224, 163.04907236779974, 86.02325267042627, 46.04345773288535, 63.43494882292201, 42.852414571701495, 275.9867187588295]",oval
"[161.0496817755316, 144.03124660989366, 219.0, 103.27632836231156, 143.01398533010678, 76.02631123499285, 41.012193308819754, 70.25316339457389, 46.56935480474898, 286.3784214171332]",oval
"[178.01123560045303, 147.0, 243.0, 113.14592347937243, 165.01212076693034, 83.05419917138447, 44.01136216933077, 66.29735404903376, 45.71615994547041, 278.759091132407]",oval
"[156.01281998605114, 135.00370365289984, 221.0, 94.04786015641186, 143.0873858870865, 72.11102550927978, 39.01281840626232, 64.79887635452492, 45.43078721700863, 283.02683504711615]",oval
"[172.0, 140.00357138301865, 234.0, 108.18964830333815, 158.00316452527144, 82.00609733428362, 43.01162633521314, 63.43494882292201, 45.374476886722825, 278.11031714158946]",oval
"[162.01234520862909, 137.00364958642524, 221.0, 95.13148795220224, 144.05554484295286, 76.16429609731846, 40.049968789001575, 61.50436138175502, 39.882685150027356, 284.4082887551298]",oval
"[173.04623659588788, 143.1258187749506, 233.0, 111.66467659918243, 162.19741058352318, 80.09993757800315, 42.0, 67.96377305985455, 51.17992424918311, 272.718233201839]",oval
"[172.00290695217916, 146.00342461736986, 221.0, 95.46203433826454, 153.05227865013967, 79.1012010022604, 40.049968789001575, 66.03751102542181, 44.57559458063852, 278.4724853869696]",oval
"[178.0, 151.00331122197287, 234.0, 117.41379816699569, 163.01226947687098, 80.02499609497022, 43.01162633521314, 61.7826441452707, 46.38035407344445, 278.7532468109645]",oval
"[182.0109886792553, 143.0873858870865, 235.0, 102.44998779892558, 167.36188335460378, 81.74350127074322, 42.190046219457976, 54.78240703180729, 38.65980825409009, 283.04905241578604]",oval
"[165.00303027520434, 145.03103116229988, 219.0, 97.67292357659824, 147.00340132119393, 74.02702209328699, 39.01281840626232, 62.10272896905237, 42.51044707800084, 280.7842978675626]",oval
"[172.04650534085255, 150.02999700059985, 226.0, 113.56936206565572, 150.02999700059985, 77.10382610480494, 39.01281840626232, 69.59011716619602, 50.00064459755843, 283.49573328079583]",oval
"[160.0781059358212, 138.01449199268893, 227.0, 99.70456358662827, 150.16324450410627, 72.11102550927978, 36.05551275463989, 61.50436138175502, 44.59365376669096, 277.763669927883]",oval
"[170.14405661086138, 149.05368160498418, 233.0, 114.03946685248927, 155.54420593516173, 85.28774824088158, 44.04543109109048, 74.8459319496874, 54.63753811293095, 278.62715909638456]",oval
"[167.0, 147.00340132119393, 227.0, 106.77546534667971, 149.01342221424215, 77.00649323271382, 38.01315561749642, 63.43494882292201, 44.62056329858102, 277.1250163489018]",oval
"[159.05030650709227, 136.01470508735443, 216.0, 98.59513172565875, 146.01369798755184, 70.0, 37.0, 67.38013505195957, 49.52476847283419, 281.90030825896986]",oval
"[153.0130713370593, 144.00347218036097, 226.0, 95.46203433826454, 144.01388821915754, 81.02468759581859, 44.04543109109048, 68.19859051364818, 45.42440541936147, 273.63662539103984]",oval
"[173.07223925286226, 143.05593311708537, 224.0, 105.38026380684383, 158.05062480104277, 78.0, 41.0, 65.22485943116808, 46.15345045110537, 281.5807371386109]",oval
"[174.07182425654074, 147.00340132119393, 227.0, 113.84638773364749, 160.0281225285106, 81.02468759581859, 43.01162633521314, 61.7826441452707, 45.35586983062188, 278.80349962063315]",oval
"[162.01234520862909, 143.0034964607509, 240.0, 108.90362712049586, 151.02979838429235, 80.09993757800315, 41.012193308819754, 62.850318302216834, 44.255940797111286, 280.5956500071085]",oval
"[180.00277775634464, 159.00314462299164, 231.0, 113.27841806805037, 164.02743672934722, 89.05054744357274, 47.042533945356304, 69.30454926593673, 47.86240522611175, 278.7961222378425]",oval
"[166.02710622064097, 145.0, 226.0, 105.26157893552613, 152.0, 81.09870529176159, 43.04648650006177, 74.40718906073366, 51.170175095029606, 280.6629404280896]",oval
"[164.01219466856725, 148.00337833982033, 214.0, 108.18964830333815, 149.00335566691106, 76.16429609731846, 39.05124837953327, 68.19859051364818, 45.374476886722825, 282.2647737278924]",oval
"[170.0470523119998, 142.0, 233.0, 112.44554237496477, 155.2063143045411, 78.40918313565064, 41.10960958218893, 73.17859010995916, 51.49934627965456, 279.820705670257]",oval
"[163.19620093617377, 148.05404418657398, 232.0, 98.85848471426213, 144.2809758769326, 78.23042886243178, 41.048751503547585, 74.6237487511738, 51.15916302914308, 279.27164172191334]",oval
"[168.01190434013895, 142.00352108310554, 238.0, 106.66770832824712, 156.08010763707205, 80.05623023850174, 39.05124837953327, 71.56505117707799, 51.08852815419517, 275.71059313749964]",oval
"[166.10839834276894, 144.0, 225.0, 99.70456358662827, 152.21038072352357, 82.09750300709517, 42.01190307520001, 67.69379494509236, 44.59365376669096, 280.65093026186616]",oval
"[167.0748335327616, 141.01418368376991, 223.0, 105.41821474489122, 149.05368160498418, 72.11102550927978, 38.01315561749642, 62.17590361574674, 43.078044041068566, 281.0254657496129]",oval
"[168.0, 148.00337833982033, 222.0, 104.65180361560904, 150.00333329629711, 81.02468759581859, 43.01162633521314, 66.97450799147197, 45.0, 280.4262039082391]",oval
"[155.00322577288512, 141.01418368376991, 226.0, 100.26464980241042, 146.03081866510234, 73.02739212103907, 38.01315561749642, 70.25316339457389, 51.072456407207696, 277.3857293170064]",oval
"[157.25775020646836, 140.05713120009278, 211.0, 101.23734488813898, 139.05754204644924, 68.0294054067798, 35.014282800023196, 67.38013505195957, 47.802451519866786, 285.69846447774614]",oval
"[169.14490828872147, 149.05368160498418, 228.0, 108.18964830333815, 148.03040228277433, 78.02563681252464, 41.048751503547585, 64.02560603756868, 44.62552311327717, 284.2544823562202]",oval
"[164.02743672934722, 142.03168660548954, 228.0, 110.75197515168747, 150.0133327407934, 78.00640999302557, 40.01249804748511, 67.96377305985455, 50.12819104185284, 274.76364169072616]",oval
"[162.0, 140.0, 227.0, 105.89145385724005, 152.00328943809077, 79.05694150420949, 41.048751503547585, 71.56505117707799, 50.748663417287766, 275.1944289077348]",oval
